Date,Destination,Ping,Lost,Measurment,Error
2021-11-19 21:36:19.772012,speedtest.uztelecom.uz,"[0.12721562385559082, 0.1369624137878418, 0.12762689590454102, 0.12712740898132324, 0.13679885864257812, 0.12771081924438477, 0.12751436233520508, 0.1276233196258545, 0.12750935554504395, 0.12711119651794434, 0.1274256706237793, 0.12778139114379883, 0.12752461433410645, 0.12760186195373535, 0.12815427780151367, 0.11886835098266602, 0.1190645694732666, 0.11904382705688477, 0.1191093921661377, 0.12852978706359863]",0.0,20,0
2021-11-19 21:42:02.751091,iperf.par2.as49434.net,"[0.04731488227844238, 0.05339932441711426, 0.06164407730102539, 0.053830862045288086, 0.05383920669555664, 0.05358576774597168, 0.05373430252075195, 0.05343222618103027, 0.05347752571105957, 0.053487300872802734, 0.05318045616149902, 0.05305123329162598, 0.05292868614196777, 0.05298042297363281, 0.06107616424560547, 0.05312848091125488, 0.052686214447021484, 0.061235666275024414, 0.05274605751037598, 0.052735090255737305]",0.0,20,0
2021-11-19 21:42:08.382736,iperf.biznetnetworks.com,"[0.2762923240661621, 0.2769443988800049, 0.2848787307739258, 0.2768990993499756, 0.2769050598144531, 0.28488755226135254, 0.27690935134887695, 0.27694106101989746, 0.27678823471069336, 0.27692604064941406, 0.2769768238067627, 0.27687811851501465, 0.2764406204223633, 0.27690982818603516, 0.27704310417175293, 0.28476595878601074, 0.27680468559265137, 0.2844352722167969, 0.27749133110046387, 0.2777094841003418]",0.0,20,0
2021-11-19 21:42:16.047361,iperf.scottlinux.com,"[0.1895887851715088, 0.18880128860473633, 0.1890578269958496, 0.18882107734680176, 0.19697999954223633, 0.18935847282409668, 0.1886446475982666, 0.18899989128112793, 0.18897771835327148, 0.18886661529541016, 0.18887710571289062, 0.18892455101013184, 0.1890261173248291, 0.18889355659484863, 0.18915939331054688, 0.1889939308166504, 0.18883085250854492, 0.188948392868042, 'NaN', 0.1893301010131836]",0.05,20,0
2021-11-19 21:42:17.568604,iperf.eenet.ee,"[0.06845760345458984, 0.06885004043579102, 0.06909418106079102, 0.0769195556640625, 0.08500981330871582, 0.06904792785644531, 0.06893587112426758, 0.06898045539855957, 0.06903219223022461, 0.07712030410766602, 0.07692551612854004, 0.06909513473510742, 0.07729578018188477, 0.07768392562866211, 0.07706117630004883, 0.06901311874389648, 0.06901860237121582, 0.07695293426513672, 0.06892514228820801, 0.07696986198425293]",0.0,20,0
2021-11-19 21:42:20.472426,speedtest.uztelecom.uz,"[0.13990139961242676, 0.13970327377319336, 0.1420135498046875, 0.14093446731567383, 0.14098143577575684, 0.1395740509033203, 0.14195656776428223, 0.1397254467010498, 0.14887022972106934, 0.14054346084594727, 0.1413273811340332, 0.14236712455749512, 0.14104247093200684, 0.14179658889770508, 0.14221739768981934, 0.14963912963867188, 0.14088797569274902, 0.1409602165222168, 0.14892292022705078, 0.14070463180541992]",0.0,20,0
2021-11-19 21:48:02.827879,iperf.par2.as49434.net,"[0.047364234924316406, 0.04533267021179199, 0.04580569267272949, 0.045328617095947266, 0.045493364334106445, 0.04558897018432617, 0.04581427574157715, 0.0457921028137207, 0.04583334922790527, 0.04575085639953613, 0.045786380767822266, 0.04524660110473633, 0.04546332359313965, 0.04535841941833496, 0.04459953308105469, 0.04471564292907715, 0.04503679275512695, 0.045131683349609375, 0.04482746124267578, 0.044922828674316406]",0.0,20,0
2021-11-19 21:48:08.267363,iperf.biznetnetworks.com,"[0.2682063579559326, 0.26863908767700195, 0.26884889602661133, 0.2688748836517334, 0.2689962387084961, 0.2686595916748047, 0.2690291404724121, 0.268831729888916, 0.2690012454986572, 0.2688887119293213, 0.2687246799468994, 0.2689535617828369, 0.268965482711792, 0.26871395111083984, 0.2689375877380371, 0.2686002254486084, 0.26851940155029297, 0.26864051818847656, 0.2693440914154053, 0.2697181701660156]",0.0,20,0
2021-11-19 21:48:12.000893,iperf.scottlinux.com,"[0.1841123104095459, 0.18344640731811523, 0.18364882469177246, 0.1832408905029297, 0.18359899520874023, 0.1837916374206543, 0.18340325355529785, 0.18350815773010254, 0.18371033668518066, 0.18335366249084473, 0.18360543251037598, 0.18375468254089355, 0.1833350658416748, 0.18345141410827637, 0.18368911743164062, 0.1834559440612793, 0.18348312377929688, 0.18370842933654785, 0.18348383903503418, 0.18343329429626465]",0.0,20,0
2021-11-19 21:48:17.054496,iperf.eenet.ee,"[0.07410049438476562, 0.05283093452453613, 'NaN', 0.04903125762939453, 0.04905080795288086, 0.04895758628845215, 0.05297112464904785, 0.0610508918762207, 0.04889321327209473, 0.0490262508392334, 0.05289721488952637, 0.0528264045715332, 0.04902768135070801, 0.04898238182067871, 0.04892396926879883, 0.049047231674194336, 0.05307197570800781, 0.049077510833740234, 0.048891544342041016, 0.04896378517150879]",0.05,20,0
2021-11-19 21:48:19.418081,speedtest.uztelecom.uz,"[0.11657547950744629, 0.11284470558166504, 0.11301517486572266, 0.11303329467773438, 0.11690115928649902, 0.11658287048339844, 0.11292862892150879, 0.11294794082641602, 0.1129307746887207, 0.11285018920898438, 0.11683964729309082, 0.12063765525817871, 0.11289477348327637, 0.12056136131286621, 0.11738109588623047, 0.12005496025085449, 0.1133577823638916, 0.11370658874511719, 0.1137850284576416, 0.11382317543029785]",0.0,20,0
2021-11-19 21:54:02.696250,iperf.par2.as49434.net,"[0.03128767013549805, 0.03739190101623535, 0.037668466567993164, 0.037572622299194336, 0.03743481636047363, 0.03752017021179199, 0.03788495063781738, 0.037660837173461914, 0.03789710998535156, 0.03769183158874512, 0.0297396183013916, 0.029961347579956055, 0.03775286674499512, 0.0377810001373291, 0.03745007514953613, 0.03752613067626953, 0.037181854248046875, 0.03512263298034668, 0.03665637969970703, 0.03670477867126465]",0.0,20,0
2021-11-19 21:54:07.976094,iperf.biznetnetworks.com,"[0.2603144645690918, 0.2605459690093994, 0.261077880859375, 0.2617013454437256, 0.2598245143890381, 0.26070070266723633, 0.2609138488769531, 0.26097917556762695, 0.2607440948486328, 0.26071882247924805, 0.2607882022857666, 0.2618849277496338, 0.2598564624786377, 0.2610037326812744, 0.2616884708404541, 0.2604517936706543, 0.26078033447265625, 0.2600288391113281, 0.2603762149810791, 0.2603020668029785]",0.0,20,0
2021-11-19 21:54:11.496527,iperf.scottlinux.com,"[0.1732158660888672, 0.17375612258911133, 0.1737537384033203, 0.17279481887817383, 0.17290115356445312, 0.1729443073272705, 0.1727757453918457, 0.17287969589233398, 0.17322397232055664, 0.17258214950561523, 0.17290616035461426, 0.172987699508667, 0.1729128360748291, 0.17270851135253906, 0.1729109287261963, 0.1729450225830078, 0.17307043075561523, 0.17289042472839355, 0.17367291450500488, 0.17207694053649902]",0.0,20,0
2021-11-19 21:54:12.616669,iperf.eenet.ee,"[0.060211896896362305, 0.052696943283081055, 0.06087946891784668, 0.052964210510253906, 0.05299568176269531, 0.05297970771789551, 0.05295920372009277, 0.053293704986572266, 0.061104774475097656, 0.055628299713134766, 0.05028080940246582, 0.05063652992248535, 0.05007648468017578, 0.05041050910949707, 0.05051898956298828, 0.050249576568603516, 0.05017971992492676, 0.05048036575317383, 0.050072669982910156, 0.05007004737854004]",0.0,20,0
2021-11-19 21:54:15.069963,speedtest.uztelecom.uz,"[0.11893177032470703, 0.11912798881530762, 0.11957406997680664, 0.11929941177368164, 0.1195681095123291, 0.11758542060852051, 0.11998701095581055, 0.12046504020690918, 0.12037372589111328, 0.12025666236877441, 0.1204690933227539, 0.12048220634460449, 0.11945939064025879, 0.11965036392211914, 0.11942195892333984, 0.11974358558654785, 0.11953592300415039, 0.11944127082824707, 0.11974358558654785, 0.11928820610046387]",0.0,20,0
2021-11-19 22:00:02.577057,iperf.par2.as49434.net,"[0.04752755165100098, 0.05305671691894531, 0.05350923538208008, 0.05311393737792969, 0.05399179458618164, 0.05316042900085449, 0.05387759208679199, 0.05340766906738281, 0.0538632869720459, 0.053560495376586914, 0.053482770919799805, 0.05401802062988281, 0.0532078742980957, 0.05362725257873535, 0.053854942321777344, 0.053536176681518555, 0.05377602577209473, 0.053666114807128906, 0.053835391998291016, 0.05355429649353027]",0.0,20,0
2021-11-19 22:00:08.185222,iperf.biznetnetworks.com,"[0.27697134017944336, 0.2766995429992676, 0.2772042751312256, 0.2769455909729004, 0.2768566608428955, 0.27713704109191895, 0.27689123153686523, 0.2769198417663574, 0.2770097255706787, 0.2768828868865967, 0.2769124507904053, 0.2779502868652344, 0.27636194229125977, 0.2841651439666748, 0.2768847942352295, 0.27690792083740234, 0.2766873836517334, 0.2771430015563965, 0.2760305404663086, 0.27719831466674805]",0.0,20,0
2021-11-19 22:00:15.848858,iperf.scottlinux.com,"[0.1883864402770996, 0.18905401229858398, 0.18871641159057617, 0.18915081024169922, 0.18886184692382812, 0.18926572799682617, 0.18852829933166504, 0.1888115406036377, 0.18901515007019043, 0.18894052505493164, 0.1889514923095703, 0.18911004066467285, 0.18893003463745117, 0.18880796432495117, 0.18899822235107422, 0.19695544242858887, 0.18916583061218262, 0.18843436241149902, 0.18892312049865723, 'NaN']",0.05,20,0
